timestamp,user_id,source_ip,destination_ip,protocol,bytes_transferred,login_attempts,failed_logins,access_type,resource_type,cpu_usage,memory_usage,network_latency,anomaly_score
24-03-2026 12:59,user_126,192.168.129.252,10.0.113.238,UDP,86008,1,5,SSH,Serverless,92.49,84.74,410.25,0.362
16-03-2026 03:56,user_154,192.168.176.10,10.0.204.105,FTP,24032,4,5,Console,VM,25.63,47.35,404.67,0.275
08-03-2026 03:45,user_71,192.168.239.242,10.0.160.41,TCP,55686,2,3,API,Serverless,8.38,12.57,304.07,0.26
14-03-2026 11:14,user_115,192.168.109.107,10.0.238.199,FTP,35123,9,0,SSH,Serverless,69.34,39.51,330.36,0.886
02-03-2026 00:17,user_16,192.168.112.36,10.0.139.184,HTTPS,49057,9,5,API,Storage,13.58,49.9,106.61,0.959
27-03-2026 06:30,user_58,192.168.120.228,10.0.197.93,HTTP,14132,8,1,Web,Storage,22.14,97.91,165.62,0.908
21-03-2026 05:13,user_103,192.168.8.142,10.0.109.235,HTTP,64327,5,5,Web,Database,55.65,29.85,241.18,0.639
24-03-2026 01:36,user_53,192.168.35.234,10.0.28.118,TCP,34153,2,2,Database,Serverless,51.96,20.92,331.29,0.261
27-03-2026 20:25,user_175,192.168.47.24,10.0.64.139,HTTP,90043,8,4,Database,Container,72.97,68.08,367.94,0.439
24-03-2026 13:15,user_180,192.168.171.237,10.0.208.226,HTTPS,91513,6,3,SSH,Container,56.45,15.47,93.87,0.756
19-03-2026 23:03,user_86,192.168.216.160,10.0.233.199,HTTP,5690,5,2,SSH,Container,28.04,85.64,397.71,0.476
04-03-2026 06:04,user_14,192.168.83.240,10.0.0.182,HTTP,86765,5,4,SSH,Storage,54.64,45.41,160.31,0.062
10-03-2026 23:23,user_125,192.168.153.193,10.0.36.6,HTTP,20101,8,3,Web,Database,28.27,65.44,431.64,0.287
20-03-2026 01:21,user_110,192.168.89.176,10.0.17.24,TCP,22068,9,0,Web,Database,50.84,11.97,266.2,0.569
04-03-2026 16:43,user_51,192.168.145.124,10.0.88.169,ICMP,50195,5,1,SSH,Storage,16.16,48.82,206.17,0.677
01-03-2026 03:04,user_2,192.168.233.181,10.0.152.178,ICMP,54850,8,4,API,Container,42.25,88.04,62.35,0.67
03-03-2026 18:57,user_6,192.168.131.249,10.0.181.103,HTTPS,66041,6,4,API,Serverless,28.23,11.16,442.35,0.969
17-03-2026 10:14,user_72,192.168.172.68,10.0.221.158,HTTPS,84135,6,3,Database,Database,65.79,76.49,307.99,0.85
11-03-2026 01:56,user_133,192.168.198.87,10.0.242.96,HTTPS,3349,2,1,SSH,Database,91.35,57.62,263,0.852
09-03-2026 17:09,user_127,192.168.13.159,10.0.113.96,FTP,34537,5,4,Console,Serverless,29.86,14.94,179.04,0.107
02-03-2026 23:30,user_57,192.168.38.147,10.0.216.126,SSH,42525,7,4,Web,Container,48.81,83.64,404.92,0.579
03-03-2026 05:34,user_35,192.168.230.172,10.0.178.103,UDP,20494,10,2,SSH,Storage,32.21,44.79,25.75,0.665
12-03-2026 18:22,user_154,192.168.164.76,10.0.112.165,ICMP,9001,1,0,SSH,VM,53.08,47.06,238.97,0.543
06-03-2026 12:51,user_47,192.168.37.174,10.0.43.108,FTP,20356,6,5,Web,Container,85.83,63.12,352.16,0.502
01-03-2026 20:03,user_101,192.168.182.2,10.0.128.211,ICMP,33372,5,3,Web,Database,23,72.09,351.8,0.066
06-03-2026 20:04,user_74,192.168.146.207,10.0.35.92,HTTPS,10728,7,4,Console,Storage,32.39,49.89,3.7,0.417
01-03-2026 15:14,user_195,192.168.123.25,10.0.45.241,TCP,51383,9,4,Web,Container,34.7,40.34,20.87,0.795
04-03-2026 01:49,user_180,192.168.21.182,10.0.212.198,FTP,62523,8,0,API,Database,26.89,70.62,496.62,0.84
25-03-2026 11:52,user_170,192.168.27.234,10.0.48.31,HTTPS,91326,9,1,Web,Database,26.41,68.08,348.77,0.737
23-03-2026 21:43,user_137,192.168.194.3,10.0.79.18,HTTP,60190,1,3,Console,Database,71.38,91.18,466.44,0.023
18-03-2026 21:29,user_109,192.168.192.73,10.0.214.65,FTP,41871,4,4,API,Container,59.66,35,218.35,0.748
28-03-2026 15:42,user_132,192.168.84.148,10.0.47.254,TCP,86870,9,3,SSH,Storage,66.3,54.57,63.11,0.868
25-03-2026 18:48,user_128,192.168.113.32,10.0.180.231,SSH,87459,3,1,Web,Serverless,30.32,57.35,145.91,0.898
11-03-2026 09:57,user_137,192.168.249.55,10.0.220.29,UDP,16620,4,2,API,Container,21.98,56.35,149.21,0.98
01-03-2026 19:20,user_196,192.168.52.176,10.0.26.136,TCP,40154,9,1,API,VM,9.52,62.85,157.49,0.89
10-03-2026 19:39,user_41,192.168.179.79,10.0.81.173,FTP,88777,10,5,SSH,Serverless,30.38,77.8,393.72,0.676
11-03-2026 09:09,user_179,192.168.163.7,10.0.193.116,HTTPS,68142,9,5,Console,Storage,88.05,33.24,323.68,0.92
14-03-2026 19:18,user_152,192.168.32.226,10.0.229.137,ICMP,45920,4,0,Web,Container,16.44,41.7,141.19,0.882
23-03-2026 19:21,user_108,192.168.92.159,10.0.69.202,SSH,89616,9,4,Console,Container,17.28,51.75,312.16,0.526
19-03-2026 04:09,user_90,192.168.171.178,10.0.187.55,FTP,51690,8,4,API,Serverless,48.31,92.44,374.64,0.787
03-03-2026 07:05,user_191,192.168.1.152,10.0.86.63,SSH,66041,3,4,Web,Database,38.41,30.87,471.05,0.139
23-03-2026 16:47,user_64,192.168.138.126,10.0.242.217,SSH,23523,3,2,API,Storage,17.27,83.83,377.3,0.646
06-03-2026 21:12,user_181,192.168.146.74,10.0.33.192,HTTPS,26972,4,2,Console,Database,22.4,23.45,260.69,0.991
05-03-2026 05:09,user_164,192.168.84.235,10.0.175.13,TCP,39213,10,0,SSH,Serverless,87.62,90.77,329.72,0.14
06-03-2026 20:11,user_98,192.168.226.142,10.0.92.200,HTTP,30589,7,5,API,Container,8.76,39.91,338.1,0.238
26-03-2026 11:35,user_66,192.168.100.232,10.0.167.83,HTTPS,72553,6,0,SSH,VM,88.95,12.73,178.68,0.856
18-03-2026 19:13,user_166,192.168.188.228,10.0.158.237,SSH,14920,7,5,Database,Serverless,70.69,21.31,200.67,0.807
21-03-2026 09:24,user_135,192.168.43.143,10.0.212.66,FTP,55962,5,5,Web,Storage,44.29,31.38,192.41,0.507
22-03-2026 22:05,user_39,192.168.3.77,10.0.24.41,UDP,20896,1,1,Database,Container,36.34,38.1,100.12,0.436
06-03-2026 08:04,user_189,192.168.14.66,10.0.19.171,SSH,74222,2,1,API,Database,38.44,47.83,335.82,0.735
18-03-2026 22:38,user_32,192.168.246.153,10.0.76.98,HTTPS,24460,8,0,SSH,Database,13.82,79.32,213.8,0.691
07-03-2026 20:59,user_129,192.168.207.110,10.0.119.151,ICMP,88007,9,5,Console,VM,71.54,66.5,231.92,0.298
25-03-2026 15:23,user_8,192.168.182.193,10.0.73.203,UDP,32447,5,5,SSH,Storage,19.7,81.73,348.64,0.759
16-03-2026 18:25,user_63,192.168.209.129,10.0.124.250,HTTPS,55696,1,1,API,Database,73.1,90.14,346.35,0.903
07-03-2026 13:41,user_139,192.168.106.150,10.0.187.204,HTTP,16643,9,4,Web,Storage,10.12,64.96,65.66,0.361
06-03-2026 23:32,user_79,192.168.209.94,10.0.119.144,ICMP,89527,1,4,Database,Storage,40.03,12.66,492.36,0.336
17-03-2026 02:52,user_25,192.168.211.222,10.0.43.190,UDP,23464,7,4,Database,Container,56.49,18.1,151.81,0.504
08-03-2026 01:03,user_57,192.168.135.55,10.0.98.179,HTTPS,53014,4,5,Web,Container,88.29,17.36,389.68,0.591
05-03-2026 07:44,user_144,192.168.206.21,10.0.233.129,ICMP,69113,2,3,API,Serverless,17.65,53.44,88.2,0.805
24-03-2026 07:16,user_138,192.168.79.156,10.0.131.109,UDP,75095,6,2,SSH,Database,76.01,47.24,30.99,0.728
13-03-2026 19:58,user_182,192.168.103.41,10.0.82.251,UDP,21945,6,5,API,Storage,91.52,32.62,65.61,0.798
18-03-2026 19:26,user_39,192.168.0.21,10.0.134.143,HTTPS,64278,6,1,Database,Serverless,35.73,83.88,382.18,0.549
13-03-2026 03:38,user_172,192.168.207.165,10.0.104.112,FTP,70644,2,0,API,Database,94.41,86.15,37.51,0.325
23-03-2026 07:39,user_180,192.168.214.98,10.0.148.159,SSH,62651,7,3,Web,VM,86.33,64.18,27.14,0.531
01-03-2026 09:26,user_145,192.168.35.47,10.0.33.15,SSH,1855,1,1,SSH,Database,57.17,79.76,16.84,0.834
21-03-2026 02:44,user_11,192.168.52.85,10.0.12.140,UDP,48883,8,4,Web,Serverless,54.36,34.44,334.82,0.275
24-03-2026 11:44,user_48,192.168.142.3,10.0.115.186,SSH,99112,8,3,API,Container,86.65,22.1,134.81,0.298
22-03-2026 19:41,user_194,192.168.244.250,10.0.148.81,TCP,3918,4,1,Console,Storage,35.5,48.29,370.43,0.707
14-03-2026 00:41,user_8,192.168.164.249,10.0.152.35,SSH,6343,3,0,Database,Storage,45.69,83.23,182.16,0.845
07-03-2026 08:01,user_29,192.168.185.101,10.0.176.175,SSH,67950,10,3,Console,Serverless,59.71,38.84,204.53,0.045
14-03-2026 04:54,user_130,192.168.54.242,10.0.28.228,FTP,16284,10,2,SSH,Container,93.5,37.59,17.64,0.567
10-03-2026 05:34,user_199,192.168.8.62,10.0.133.64,HTTPS,92344,7,3,Web,Storage,74.63,42.27,94.21,0.225
05-03-2026 05:07,user_66,192.168.180.157,10.0.124.79,SSH,88428,3,1,SSH,Storage,64.66,62.97,345.25,0.595
14-03-2026 23:12,user_122,192.168.106.162,10.0.83.175,HTTP,99212,8,0,API,Database,25.32,52.45,263.26,0.531
05-03-2026 06:49,user_18,192.168.123.189,10.0.131.218,FTP,40185,2,4,Console,Storage,62.86,43.17,258.78,0.657
18-03-2026 23:26,user_92,192.168.117.170,10.0.65.28,HTTP,45865,1,4,SSH,Container,11.07,37.99,285.92,0.914
07-03-2026 22:51,user_185,192.168.208.39,10.0.157.120,UDP,80377,7,0,SSH,VM,16.61,49.07,178.29,0.362
14-03-2026 19:32,user_21,192.168.179.185,10.0.101.114,TCP,86726,2,2,Web,Serverless,93.48,43.22,488.96,0.913
28-03-2026 17:35,user_166,192.168.229.148,10.0.163.67,UDP,88963,10,5,Web,VM,10.37,16.13,489.06,0.024
24-03-2026 19:13,user_160,192.168.46.176,10.0.23.98,ICMP,58292,10,5,Database,Storage,91.7,24.13,209.67,0.502
21-03-2026 20:28,user_174,192.168.144.94,10.0.132.94,FTP,80308,8,3,Database,Container,71.54,27.54,199.59,0.577
05-03-2026 12:18,user_142,192.168.202.31,10.0.180.15,UDP,85820,1,5,SSH,VM,12.29,21.53,1.24,0.706
19-03-2026 00:15,user_45,192.168.204.71,10.0.87.53,SSH,12665,3,3,SSH,VM,75.11,55.97,44.12,0.786
23-03-2026 16:48,user_37,192.168.134.189,10.0.119.114,SSH,95943,1,1,API,Storage,52.2,27.94,385.45,0.67
12-03-2026 02:00,user_84,192.168.63.210,10.0.250.153,HTTP,84137,1,4,SSH,Storage,20.71,71.84,443.89,0.165
08-03-2026 23:50,user_75,192.168.47.33,10.0.25.159,HTTP,77826,6,1,Console,VM,78.88,94.85,215.03,0.574
04-03-2026 16:41,user_40,192.168.181.10,10.0.164.3,ICMP,89854,8,1,SSH,Storage,48.74,15.18,216.6,0.051
03-03-2026 03:09,user_12,192.168.99.92,10.0.173.253,UDP,92680,8,5,API,VM,8.45,37.39,35.95,0.68
12-03-2026 03:48,user_49,192.168.227.179,10.0.17.192,FTP,31471,9,1,API,Serverless,69.01,65.82,48.51,0.447
12-03-2026 03:36,user_51,192.168.239.162,10.0.71.87,HTTP,15315,5,2,API,Container,48.33,81.57,310.21,0.174
04-03-2026 20:42,user_1,192.168.88.35,10.0.3.80,UDP,89752,5,2,Web,Container,21.4,32.95,393.18,0.02
01-03-2026 16:03,user_97,192.168.144.2,10.0.121.13,SSH,4077,10,3,Database,Database,76.71,65.99,273.72,0.796
25-03-2026 20:06,user_94,192.168.193.226,10.0.163.183,SSH,22055,9,4,Console,Container,41.83,48.32,451.52,0.548
15-03-2026 00:15,user_161,192.168.97.186,10.0.193.93,ICMP,27284,10,5,Web,Storage,9.49,47.15,430.39,0.273
04-03-2026 18:47,user_178,192.168.183.191,10.0.22.100,ICMP,43950,10,4,SSH,Container,81.6,32.44,479.68,0.562
22-03-2026 13:21,user_52,192.168.50.27,10.0.87.149,SSH,86373,8,4,Web,Storage,35.36,25.96,491.18,0.343
03-03-2026 01:04,user_116,192.168.133.48,10.0.13.77,ICMP,26141,1,2,SSH,Storage,21.61,30.93,419.63,0.209
15-03-2026 04:16,user_110,192.168.217.66,10.0.206.7,HTTPS,13743,9,4,Web,Storage,37.8,97.79,265.91,0.401
11-03-2026 05:44,user_27,192.168.194.13,10.0.227.172,SSH,33387,7,2,SSH,Storage,93.54,72.48,380.63,0.695
12-03-2026 05:01,user_147,192.168.131.28,10.0.215.167,ICMP,86380,10,3,Web,Container,31.79,10.46,392.04,0.493
16-03-2026 05:18,user_94,192.168.92.130,10.0.252.45,TCP,12802,7,0,Console,Storage,55.68,60.53,152.56,0.083
19-03-2026 12:05,user_27,192.168.165.84,10.0.109.215,FTP,72640,1,1,Console,Storage,80.34,23.23,299.81,0.429
16-03-2026 11:46,user_26,192.168.208.147,10.0.121.40,SSH,98734,10,0,API,Serverless,30.43,16.68,214.22,0.526
24-03-2026 02:47,user_135,192.168.212.179,10.0.134.235,FTP,74457,8,3,API,Container,94,95.3,45.62,0.844
26-03-2026 20:31,user_185,192.168.247.238,10.0.121.188,TCP,44993,2,3,Console,VM,17.47,42.29,15.41,0.66
05-03-2026 04:01,user_66,192.168.80.49,10.0.136.245,TCP,38551,4,4,SSH,Database,10.2,30.21,11.32,0.89
18-03-2026 15:25,user_182,192.168.124.90,10.0.202.43,TCP,48702,3,1,API,VM,28.93,73.35,424.63,0.697
12-03-2026 23:14,user_52,192.168.218.164,10.0.161.157,TCP,50234,6,2,SSH,Serverless,31.9,11.77,9.48,0.805
07-03-2026 19:31,user_64,192.168.199.94,10.0.226.75,FTP,23617,9,2,API,Storage,61.8,44.75,183.02,0.347
23-03-2026 18:08,user_14,192.168.40.219,10.0.108.154,HTTP,38455,4,5,API,VM,87.73,51.09,194.56,0.259
27-03-2026 00:00,user_16,192.168.158.127,10.0.81.163,FTP,98648,1,4,Database,Storage,52.29,23.52,83.32,0.957
14-03-2026 00:19,user_46,192.168.75.236,10.0.168.165,FTP,43353,9,5,Database,VM,93.58,86.73,24.13,0.573
15-03-2026 20:27,user_2,192.168.193.199,10.0.179.120,SSH,33394,10,2,API,Database,37.36,73.89,286.09,0.628
15-03-2026 00:54,user_160,192.168.193.56,10.0.42.131,ICMP,77374,10,5,Console,Database,49.72,62.59,164.31,0.722
26-03-2026 05:57,user_181,192.168.206.62,10.0.173.222,FTP,14275,3,4,Console,Container,66.63,78.31,325.69,0.736
22-03-2026 00:56,user_73,192.168.238.78,10.0.136.58,SSH,67746,5,3,Web,Database,86.61,52.99,50.11,0.209
23-03-2026 08:30,user_113,192.168.33.51,10.0.32.201,UDP,18534,8,0,API,Container,46.77,23.9,336.61,0.247
12-03-2026 02:58,user_183,192.168.222.128,10.0.201.93,SSH,86613,7,4,API,Container,88.52,59.19,488.69,0.993
20-03-2026 01:43,user_166,192.168.122.161,10.0.215.157,HTTP,51450,5,0,API,Container,65.2,66.59,290.24,0.215
03-03-2026 08:27,user_165,192.168.107.44,10.0.239.142,UDP,44643,8,0,SSH,Database,67.6,55.08,481.11,0.399
17-03-2026 08:14,user_56,192.168.88.115,10.0.242.177,HTTPS,74112,1,2,Database,Database,43.13,20.31,15.07,0.921
19-03-2026 09:58,user_189,192.168.24.18,10.0.142.93,TCP,15690,1,2,API,Database,87.98,50.52,278.21,0.411
27-03-2026 11:50,user_147,192.168.156.50,10.0.231.155,ICMP,30270,10,3,API,Container,48.36,70.58,119.88,0.95
26-03-2026 07:13,user_197,192.168.151.208,10.0.171.244,ICMP,75793,4,5,Console,Serverless,63.47,19.41,230.05,0.201
03-03-2026 01:12,user_45,192.168.169.54,10.0.120.196,FTP,10453,2,3,SSH,Container,35.84,71.67,74.5,0.144
02-03-2026 08:26,user_79,192.168.232.17,10.0.29.203,HTTPS,24474,10,3,Database,VM,91.82,84.83,69.06,0.925
22-03-2026 21:25,user_37,192.168.106.50,10.0.225.85,SSH,38516,8,4,SSH,VM,85.88,92.11,75.19,0.523
25-03-2026 04:41,user_19,192.168.28.100,10.0.17.9,UDP,42128,3,0,Console,VM,82.2,59.43,411.35,0.335
22-03-2026 14:16,user_72,192.168.77.212,10.0.241.212,TCP,22824,8,3,Web,Storage,42.05,33.66,444.38,0.382
28-03-2026 22:48,user_9,192.168.24.81,10.0.51.143,FTP,24997,6,3,API,Database,71.89,77.64,89.81,0.5
28-03-2026 15:31,user_169,192.168.157.79,10.0.158.16,ICMP,65447,2,3,Console,Container,77.83,16.65,99.2,0.557
23-03-2026 07:04,user_74,192.168.175.221,10.0.248.188,HTTP,48187,5,0,API,Storage,47.19,32.77,283.16,0.183
18-03-2026 11:36,user_169,192.168.22.248,10.0.149.29,UDP,96962,7,4,SSH,VM,26.48,48.83,412.81,0.24
11-03-2026 19:37,user_127,192.168.51.109,10.0.35.178,TCP,8881,3,5,Database,Container,13.88,42.45,326.96,0.766
15-03-2026 06:44,user_195,192.168.106.75,10.0.97.52,ICMP,33777,2,1,Database,Storage,61.32,49.1,237.51,0.026
03-03-2026 03:52,user_98,192.168.176.37,10.0.78.54,SSH,62749,1,1,API,VM,65.8,71.18,255.89,0.833
24-03-2026 03:10,user_189,192.168.183.217,10.0.62.9,FTP,65906,7,5,API,Storage,17.39,28.44,58.88,0.764
07-03-2026 01:44,user_169,192.168.108.216,10.0.244.193,SSH,68182,3,1,Database,Storage,63.14,52.76,385.94,0.756
24-03-2026 22:42,user_199,192.168.35.74,10.0.195.49,HTTPS,74376,1,3,SSH,Storage,88.58,33.06,290.66,0.834
19-03-2026 14:59,user_72,192.168.30.241,10.0.143.249,FTP,24499,5,3,Database,VM,87.11,35.52,455.45,0.273
08-03-2026 00:52,user_40,192.168.175.136,10.0.147.49,SSH,15319,4,3,API,Container,15.73,62.19,45.31,0.64
08-03-2026 19:26,user_78,192.168.131.251,10.0.255.116,SSH,44404,8,1,SSH,Container,49.98,85.38,153.91,0.521
23-03-2026 12:01,user_121,192.168.75.99,10.0.39.75,UDP,4564,6,2,Console,Database,57.28,67.93,380.01,0.148
22-03-2026 14:57,user_7,192.168.58.52,10.0.250.211,UDP,69149,6,1,Console,Database,56.2,26.42,285.23,0.079
03-03-2026 02:47,user_192,192.168.44.252,10.0.10.210,SSH,1441,1,0,Console,Storage,29.65,44.2,31.97,0.463
13-03-2026 19:56,user_102,192.168.202.71,10.0.158.168,ICMP,86375,6,0,Console,Serverless,74.75,19.32,160.03,0.444
21-03-2026 15:57,user_40,192.168.127.234,10.0.119.242,UDP,85008,3,3,Database,Database,45.29,49.59,126.79,0.751
05-03-2026 00:55,user_94,192.168.239.129,10.0.158.29,SSH,23083,2,0,API,VM,10.39,22.66,71.35,0.466
28-03-2026 23:11,user_121,192.168.38.179,10.0.121.250,TCP,87870,1,4,API,Storage,39.5,18.04,46.31,0.702
18-03-2026 18:04,user_48,192.168.176.194,10.0.244.172,HTTPS,42898,8,3,Database,VM,8.81,81.36,310.32,0.202
28-03-2026 03:42,user_63,192.168.177.67,10.0.228.195,HTTPS,93685,1,2,Web,Container,47.56,58.07,461.24,0.275
20-03-2026 13:24,user_99,192.168.103.19,10.0.149.74,HTTPS,8439,5,3,SSH,Serverless,68.28,97.45,353.57,0.617
10-03-2026 03:56,user_70,192.168.98.74,10.0.166.15,FTP,51440,6,5,Database,Container,30.71,54.65,116.58,0.278
24-03-2026 14:34,user_197,192.168.86.82,10.0.205.169,SSH,53038,2,4,Web,Container,38.03,38.31,195.79,0.115
03-03-2026 22:10,user_102,192.168.110.80,10.0.134.233,FTP,44114,10,3,API,Serverless,42.24,19.82,380.98,0.555
28-03-2026 14:51,user_193,192.168.110.244,10.0.143.97,TCP,56079,10,1,Web,VM,27.67,57.33,160.36,0.581
04-03-2026 17:05,user_155,192.168.72.149,10.0.138.11,TCP,56603,8,3,SSH,Serverless,35.57,63.03,107.36,0.892
21-03-2026 19:54,user_56,192.168.42.218,10.0.179.40,FTP,67293,4,0,Web,Database,5.58,97.24,373.68,0.472
01-03-2026 11:44,user_13,192.168.154.21,10.0.76.130,TCP,33167,3,1,Database,Database,23.98,26.11,215.35,0.166
08-03-2026 08:07,user_56,192.168.46.204,10.0.194.184,FTP,81210,4,4,Database,Database,32.49,64.67,337.38,0.921
18-03-2026 15:05,user_69,192.168.94.188,10.0.49.100,SSH,22143,3,1,Console,VM,55.35,40.46,407.43,0.541
04-03-2026 01:52,user_71,192.168.18.180,10.0.5.203,TCP,39246,4,4,Console,Container,54.71,31.36,200.58,0.72
05-03-2026 11:20,user_133,192.168.77.96,10.0.108.133,HTTP,40553,3,3,API,Serverless,37.27,14.08,132.8,0.251
19-03-2026 23:44,user_174,192.168.7.129,10.0.190.224,HTTPS,36423,7,5,Console,Container,75.04,32.77,15.9,0.31
19-03-2026 09:34,user_106,192.168.80.39,10.0.208.105,HTTPS,56002,5,1,Web,Container,26.76,31.52,192.94,0.95
28-03-2026 17:39,user_13,192.168.65.27,10.0.175.48,TCP,47753,8,2,Database,Database,5.94,65.85,98.87,0.724
12-03-2026 02:21,user_121,192.168.27.87,10.0.77.106,SSH,18767,8,0,SSH,Storage,23.36,11.97,10.5,0.761
19-03-2026 08:36,user_155,192.168.34.154,10.0.240.206,TCP,50745,4,3,API,Container,78.9,64.09,71.17,0.696
07-03-2026 02:47,user_59,192.168.177.60,10.0.144.68,ICMP,9906,8,2,Web,Storage,27.57,25.1,271.68,0.794
04-03-2026 19:04,user_83,192.168.4.247,10.0.76.157,FTP,32873,2,1,API,Container,63.47,73.08,307.4,0.783
25-03-2026 22:42,user_60,192.168.183.59,10.0.137.93,UDP,91396,10,3,Console,VM,33,78.06,55.48,0.688
01-03-2026 12:37,user_11,192.168.213.14,10.0.55.56,UDP,41195,8,5,API,Container,51.65,55.96,37.45,0.854
03-03-2026 18:04,user_66,192.168.154.23,10.0.86.46,SSH,74352,4,4,Console,Storage,84.37,41.93,446.71,0.213
13-03-2026 04:00,user_48,192.168.137.66,10.0.103.185,FTP,87275,10,0,Web,Storage,13.18,45.81,457.54,0.855
09-03-2026 08:02,user_33,192.168.57.221,10.0.211.235,ICMP,45737,10,3,Database,VM,28.84,67.26,286.81,0.155
18-03-2026 21:36,user_160,192.168.59.239,10.0.180.35,TCP,72554,8,3,Console,Database,82.17,51.08,36.55,0.713
21-03-2026 10:14,user_170,192.168.97.58,10.0.218.198,SSH,39570,10,2,Console,Database,14.52,32.01,13.53,0.025
03-03-2026 06:04,user_47,192.168.216.224,10.0.15.216,HTTPS,79599,1,0,Database,Storage,32.7,13.29,473.36,0.18
10-03-2026 15:59,user_103,192.168.1.158,10.0.206.48,ICMP,20765,1,2,Web,Container,62,46.91,364.32,0.143
25-03-2026 13:48,user_20,192.168.16.232,10.0.125.127,HTTPS,1504,7,1,API,Database,32.64,30.1,293.24,0.878
03-03-2026 22:14,user_151,192.168.78.16,10.0.113.92,ICMP,12845,4,5,Console,Storage,84.2,76.32,283.49,0.873
22-03-2026 15:03,user_106,192.168.149.14,10.0.231.9,FTP,22841,8,4,Console,Database,48.39,76.85,94.31,0.257
24-03-2026 20:36,user_83,192.168.49.161,10.0.78.21,HTTP,201,3,3,Database,Database,73.74,36.63,356.09,0.499
09-03-2026 07:09,user_17,192.168.71.61,10.0.108.225,UDP,14611,5,1,Web,VM,83.15,26.43,499.81,0.46
03-03-2026 06:19,user_75,192.168.9.61,10.0.109.152,ICMP,84947,1,4,Database,Container,15.28,64.07,92.58,0.775
27-03-2026 06:50,user_107,192.168.69.191,10.0.71.58,HTTPS,15445,1,4,Database,Container,87.76,86.92,188.47,0.626
21-03-2026 15:04,user_57,192.168.113.72,10.0.2.238,ICMP,71422,3,1,Web,Container,79.61,33.32,329.11,0.257
16-03-2026 08:55,user_164,192.168.182.90,10.0.109.29,FTP,78293,7,4,Database,Storage,45.06,24.27,66.57,0.781
28-03-2026 06:01,user_7,192.168.28.242,10.0.22.193,ICMP,37539,10,0,Web,Database,62.27,67.37,137.83,0.714
07-03-2026 05:16,user_135,192.168.183.251,10.0.145.253,FTP,68720,9,3,API,VM,81.22,83.89,148.75,0.133
03-03-2026 08:59,user_112,192.168.249.131,10.0.244.31,FTP,81685,7,0,Console,Storage,71.03,62.79,430.19,0.446
06-03-2026 01:50,user_18,192.168.243.212,10.0.1.41,TCP,35806,8,5,Database,Serverless,9.22,53.12,301.54,0.098
02-03-2026 02:37,user_80,192.168.160.14,10.0.183.24,FTP,46262,10,5,Console,Serverless,6.84,86.71,328.49,0.707
27-03-2026 13:40,user_28,192.168.36.72,10.0.62.123,SSH,55280,1,4,Console,VM,11.1,49.35,254.6,0.088
22-03-2026 21:43,user_138,192.168.213.50,10.0.160.150,UDP,19111,4,2,Console,Serverless,89.56,38.3,150.96,0.816
12-03-2026 19:14,user_11,192.168.21.106,10.0.31.120,SSH,3055,3,3,API,VM,36.81,54.27,455.11,0.125
13-03-2026 17:46,user_98,192.168.32.15,10.0.240.241,TCP,14005,4,5,API,Serverless,42.21,35.96,256.81,0.738
06-03-2026 07:18,user_71,192.168.37.140,10.0.161.9,SSH,26745,9,1,SSH,Database,45.65,47.88,437.65,0.175
27-03-2026 05:57,user_159,192.168.152.162,10.0.116.17,UDP,74168,5,5,Database,Storage,34.03,71,473.51,0.845
01-03-2026 07:36,user_145,192.168.78.140,10.0.236.221,TCP,32914,7,4,API,Container,22.6,84.14,70.66,0.899
22-03-2026 13:39,user_83,192.168.100.163,10.0.105.110,SSH,75040,2,2,SSH,Database,19.13,14.57,425.78,0.507
15-03-2026 12:37,user_180,192.168.17.242,10.0.26.212,TCP,17639,8,1,Database,VM,66.36,22.38,431.23,0.619
18-03-2026 10:34,user_46,192.168.222.248,10.0.26.241,ICMP,54861,5,0,Web,Serverless,54.55,79.76,168.65,0.448
01-03-2026 01:38,user_95,192.168.83.173,10.0.91.180,HTTPS,93892,3,2,API,Container,70.76,89.28,323.72,0.254
08-03-2026 05:20,user_167,192.168.65.121,10.0.190.188,HTTPS,75286,10,5,SSH,Storage,64.43,55.3,355.23,0.25
09-03-2026 19:51,user_10,192.168.232.142,10.0.97.41,HTTPS,46480,10,1,SSH,Storage,31.05,89.37,412.99,0.454
28-03-2026 01:06,user_77,192.168.162.182,10.0.230.6,HTTPS,99968,6,4,Console,Database,74.65,58.31,224.7,0.245
21-03-2026 07:04,user_84,192.168.67.187,10.0.112.220,TCP,12094,3,2,API,VM,68.62,81.72,412.78,0.79
19-03-2026 15:54,user_145,192.168.18.45,10.0.239.252,SSH,45814,1,1,Console,Container,70.71,62.83,351.86,0.17
28-03-2026 15:35,user_25,192.168.197.143,10.0.198.46,FTP,87069,7,0,Console,Storage,61.04,41.8,239.04,0.166
13-03-2026 02:40,user_8,192.168.139.162,10.0.144.114,TCP,81779,1,3,Database,VM,34.31,85.19,76.32,0.883
13-03-2026 06:48,user_121,192.168.171.108,10.0.239.161,ICMP,77608,4,2,API,Serverless,30.46,86.18,83.77,0.885
13-03-2026 02:00,user_189,192.168.249.68,10.0.94.16,SSH,734,1,2,Console,VM,41.68,69.58,338.53,0.048
26-03-2026 02:40,user_127,192.168.107.234,10.0.253.5,HTTPS,10799,3,3,SSH,Database,61.78,50.04,303.35,0.318
