timestamp,user_id,source_ip,destination_ip,protocol,bytes_transferred,login_attempts,failed_logins,access_type,resource_type,cpu_usage,memory_usage,network_latency,anomaly_score,label
2026-03-22 7:19:18,user_100,192.168.165.80,10.0.19.94,SSH,41525,5,2,Database,Container,78.29,27.57,287.94,0.177,Intrusion
2026-03-26 15:42:50,user_54,192.168.180.122,10.0.162.73,SSH,42579,4,3,Database,Serverless,62.7,34.9,322.24,0.268,Intrusion
2026-03-20 7:17:0,user_48,192.168.227.136,10.0.88.47,TCP,64351,10,0,Console,VM,70.88,53.34,367.6,0.182,Insider
2026-03-20 23:35:13,user_75,192.168.64.51,10.0.55.170,SSH,53445,4,0,Web,Container,85.49,46.18,260.71,0.065,Normal
2026-03-5 11:12:14,user_196,192.168.159.114,10.0.93.84,HTTPS,15871,7,2,Web,Container,15.43,27.96,23.42,0.974,Insider
2026-03-22 4:6:12,user_196,192.168.46.228,10.0.157.23,FTP,22501,1,5,Database,Container,34.7,88.61,155.8,0.002,DDoS
2026-03-10 1:23:18,user_5,192.168.171.247,10.0.219.38,TCP,92804,8,2,Web,Container,81.19,65.07,19.71,0.128,Normal
2026-03-27 22:38:58,user_67,192.168.177.21,10.0.29.14,SSH,63547,2,3,Web,Database,77.46,26.41,164.34,0.708,Normal
2026-03-18 15:20:58,user_137,192.168.208.146,10.0.166.61,HTTP,32703,2,5,Database,Database,86.12,45.94,470.72,0.807,DDoS
2026-03-9 5:9:28,user_162,192.168.99.33,10.0.197.90,HTTP,78793,9,0,Web,VM,15.58,33.08,326.13,0.801,Intrusion
2026-03-28 20:53:10,user_33,192.168.34.237,10.0.181.126,UDP,38021,1,4,Database,VM,69.26,42.89,335.84,0.461,Malware
2026-03-3 23:37:3,user_199,192.168.193.171,10.0.179.151,UDP,81877,7,1,API,Storage,71.58,50.25,81.1,0.363,Normal
2026-03-6 21:59:53,user_107,192.168.207.18,10.0.110.157,HTTPS,87667,5,3,SSH,Storage,47.88,59.87,156.5,0.469,Normal
2026-03-10 23:53:15,user_185,192.168.72.42,10.0.239.37,HTTPS,78911,3,5,Web,Storage,37.2,28.44,214.43,0.923,Insider
2026-03-14 7:25:29,user_33,192.168.190.137,10.0.115.65,SSH,84944,8,5,Console,VM,13.66,15.33,139.75,0.942,Normal
2026-03-15 0:33:12,user_146,192.168.143.245,10.0.208.75,HTTPS,48633,5,2,Database,Storage,73.06,55.62,99.48,0.988,Normal
2026-03-15 10:52:39,user_113,192.168.226.72,10.0.65.195,FTP,46056,7,4,Web,Serverless,84.77,45.01,455.71,0.259,Malware
2026-03-24 3:16:43,user_177,192.168.245.165,10.0.34.72,TCP,53524,6,0,Console,Serverless,56.41,47.34,205.0,0.695,Intrusion
2026-03-3 15:29:32,user_159,192.168.53.139,10.0.253.190,HTTPS,82572,4,5,SSH,VM,15.28,85.11,460.51,0.262,Insider
2026-03-21 5:3:24,user_82,192.168.69.57,10.0.116.103,SSH,65460,2,1,Database,Storage,77.98,33.66,18.25,0.797,Normal
2026-03-24 12:59:15,user_126,192.168.129.252,10.0.113.238,UDP,86008,1,5,SSH,Serverless,92.49,84.74,410.25,0.362,Malware
2026-03-16 3:56:49,user_154,192.168.176.10,10.0.204.105,FTP,24032,4,5,Console,VM,25.63,47.35,404.67,0.275,Malware
2026-03-8 3:45:2,user_71,192.168.239.242,10.0.160.41,TCP,55686,2,3,API,Serverless,8.38,12.57,304.07,0.26,Intrusion
2026-03-14 11:14:5,user_115,192.168.109.107,10.0.238.199,FTP,35123,9,0,SSH,Serverless,69.34,39.51,330.36,0.886,DDoS
2026-03-2 0:17:49,user_16,192.168.112.36,10.0.139.184,HTTPS,49057,9,5,API,Storage,13.58,49.9,106.61,0.959,Insider
2026-03-27 6:30:58,user_58,192.168.120.228,10.0.197.93,HTTP,14132,8,1,Web,Storage,22.14,97.91,165.62,0.908,Normal
2026-03-21 5:13:2,user_103,192.168.8.142,10.0.109.235,HTTP,64327,5,5,Web,Database,55.65,29.85,241.18,0.639,Malware
2026-03-24 1:36:17,user_53,192.168.35.234,10.0.28.118,TCP,34153,2,2,Database,Serverless,51.96,20.92,331.29,0.261,Malware
2026-03-27 20:25:3,user_175,192.168.47.24,10.0.64.139,HTTP,90043,8,4,Database,Container,72.97,68.08,367.94,0.439,Insider
2026-03-24 13:15:20,user_180,192.168.171.237,10.0.208.226,HTTPS,91513,6,3,SSH,Container,56.45,15.47,93.87,0.756,Normal
2026-03-19 23:3:46,user_86,192.168.216.160,10.0.233.199,HTTP,5690,5,2,SSH,Container,28.04,85.64,397.71,0.476,Intrusion
2026-03-4 6:4:15,user_14,192.168.83.240,10.0.0.182,HTTP,86765,5,4,SSH,Storage,54.64,45.41,160.31,0.062,Insider
2026-03-10 23:23:16,user_125,192.168.153.193,10.0.36.6,HTTP,20101,8,3,Web,Database,28.27,65.44,431.64,0.287,DDoS
2026-03-20 1:21:0,user_110,192.168.89.176,10.0.17.24,TCP,22068,9,0,Web,Database,50.84,11.97,266.2,0.569,Normal
2026-03-4 16:43:9,user_51,192.168.145.124,10.0.88.169,ICMP,50195,5,1,SSH,Storage,16.16,48.82,206.17,0.677,DDoS
2026-03-1 3:4:33,user_2,192.168.233.181,10.0.152.178,ICMP,54850,8,4,API,Container,42.25,88.04,62.35,0.67,DDoS
2026-03-3 18:57:3,user_6,192.168.131.249,10.0.181.103,HTTPS,66041,6,4,API,Serverless,28.23,11.16,442.35,0.969,Intrusion
2026-03-17 10:14:0,user_72,192.168.172.68,10.0.221.158,HTTPS,84135,6,3,Database,Database,65.79,76.49,307.99,0.85,Insider
2026-03-11 1:56:44,user_133,192.168.198.87,10.0.242.96,HTTPS,3349,2,1,SSH,Database,91.35,57.62,263.0,0.852,DDoS
2026-03-9 17:9:7,user_127,192.168.13.159,10.0.113.96,FTP,34537,5,4,Console,Serverless,29.86,14.94,179.04,0.107,Malware
2026-03-2 23:30:24,user_57,192.168.38.147,10.0.216.126,SSH,42525,7,4,Web,Container,48.81,83.64,404.92,0.579,DDoS
2026-03-3 5:34:49,user_35,192.168.230.172,10.0.178.103,UDP,20494,10,2,SSH,Storage,32.21,44.79,25.75,0.665,Intrusion
2026-03-12 18:22:55,user_154,192.168.164.76,10.0.112.165,ICMP,9001,1,0,SSH,VM,53.08,47.06,238.97,0.543,Intrusion
2026-03-6 12:51:54,user_47,192.168.37.174,10.0.43.108,FTP,20356,6,5,Web,Container,85.83,63.12,352.16,0.502,Normal
2026-03-1 20:3:47,user_101,192.168.182.2,10.0.128.211,ICMP,33372,5,3,Web,Database,23.0,72.09,351.8,0.066,DDoS
2026-03-6 20:4:40,user_74,192.168.146.207,10.0.35.92,HTTPS,10728,7,4,Console,Storage,32.39,49.89,3.7,0.417,Malware
2026-03-1 15:14:35,user_195,192.168.123.25,10.0.45.241,TCP,51383,9,4,Web,Container,34.7,40.34,20.87,0.795,Intrusion
2026-03-4 1:49:45,user_180,192.168.21.182,10.0.212.198,FTP,62523,8,0,API,Database,26.89,70.62,496.62,0.84,Malware
2026-03-25 11:52:30,user_170,192.168.27.234,10.0.48.31,HTTPS,91326,9,1,Web,Database,26.41,68.08,348.77,0.737,DDoS
2026-03-23 21:43:15,user_137,192.168.194.3,10.0.79.18,HTTP,60190,1,3,Console,Database,71.38,91.18,466.44,0.023,DDoS
2026-03-18 21:29:16,user_109,192.168.192.73,10.0.214.65,FTP,41871,4,4,API,Container,59.66,35.0,218.35,0.748,Malware
2026-03-28 15:42:21,user_132,192.168.84.148,10.0.47.254,TCP,86870,9,3,SSH,Storage,66.3,54.57,63.11,0.868,Insider
2026-03-25 18:48:19,user_128,192.168.113.32,10.0.180.231,SSH,87459,3,1,Web,Serverless,30.32,57.35,145.91,0.898,Normal
2026-03-11 9:57:1,user_137,192.168.249.55,10.0.220.29,UDP,16620,4,2,API,Container,21.98,56.35,149.21,0.98,Normal
2026-03-1 19:20:45,user_196,192.168.52.176,10.0.26.136,TCP,40154,9,1,API,VM,9.52,62.85,157.49,0.89,Malware
2026-03-10 19:39:29,user_41,192.168.179.79,10.0.81.173,FTP,88777,10,5,SSH,Serverless,30.38,77.8,393.72,0.676,Insider
2026-03-11 9:9:18,user_179,192.168.163.7,10.0.193.116,HTTPS,68142,9,5,Console,Storage,88.05,33.24,323.68,0.92,Insider
2026-03-14 19:18:55,user_152,192.168.32.226,10.0.229.137,ICMP,45920,4,0,Web,Container,16.44,41.7,141.19,0.882,Malware
2026-03-23 19:21:59,user_108,192.168.92.159,10.0.69.202,SSH,89616,9,4,Console,Container,17.28,51.75,312.16,0.526,Intrusion
2026-03-19 4:9:47,user_90,192.168.171.178,10.0.187.55,FTP,51690,8,4,API,Serverless,48.31,92.44,374.64,0.787,DDoS
2026-03-3 7:5:0,user_191,192.168.1.152,10.0.86.63,SSH,66041,3,4,Web,Database,38.41,30.87,471.05,0.139,Normal
2026-03-23 16:47:21,user_64,192.168.138.126,10.0.242.217,SSH,23523,3,2,API,Storage,17.27,83.83,377.3,0.646,Normal
2026-03-6 21:12:45,user_181,192.168.146.74,10.0.33.192,HTTPS,26972,4,2,Console,Database,22.4,23.45,260.69,0.991,Insider
2026-03-5 5:9:34,user_164,192.168.84.235,10.0.175.13,TCP,39213,10,0,SSH,Serverless,87.62,90.77,329.72,0.14,Intrusion
2026-03-6 20:11:45,user_98,192.168.226.142,10.0.92.200,HTTP,30589,7,5,API,Container,8.76,39.91,338.1,0.238,DDoS
2026-03-26 11:35:15,user_66,192.168.100.232,10.0.167.83,HTTPS,72553,6,0,SSH,VM,88.95,12.73,178.68,0.856,DDoS
2026-03-18 19:13:50,user_166,192.168.188.228,10.0.158.237,SSH,14920,7,5,Database,Serverless,70.69,21.31,200.67,0.807,Malware
2026-03-21 9:24:25,user_135,192.168.43.143,10.0.212.66,FTP,55962,5,5,Web,Storage,44.29,31.38,192.41,0.507,Insider
2026-03-22 22:5:57,user_39,192.168.3.77,10.0.24.41,UDP,20896,1,1,Database,Container,36.34,38.1,100.12,0.436,Normal
2026-03-6 8:4:55,user_189,192.168.14.66,10.0.19.171,SSH,74222,2,1,API,Database,38.44,47.83,335.82,0.735,DDoS
2026-03-18 22:38:13,user_32,192.168.246.153,10.0.76.98,HTTPS,24460,8,0,SSH,Database,13.82,79.32,213.8,0.691,Intrusion
2026-03-7 20:59:23,user_129,192.168.207.110,10.0.119.151,ICMP,88007,9,5,Console,VM,71.54,66.5,231.92,0.298,Malware
2026-03-25 15:23:51,user_8,192.168.182.193,10.0.73.203,UDP,32447,5,5,SSH,Storage,19.7,81.73,348.64,0.759,Malware
2026-03-16 18:25:4,user_63,192.168.209.129,10.0.124.250,HTTPS,55696,1,1,API,Database,73.1,90.14,346.35,0.903,DDoS
2026-03-7 13:41:41,user_139,192.168.106.150,10.0.187.204,HTTP,16643,9,4,Web,Storage,10.12,64.96,65.66,0.361,Malware
2026-03-6 23:32:12,user_79,192.168.209.94,10.0.119.144,ICMP,89527,1,4,Database,Storage,40.03,12.66,492.36,0.336,Insider
2026-03-17 2:52:58,user_25,192.168.211.222,10.0.43.190,UDP,23464,7,4,Database,Container,56.49,18.1,151.81,0.504,DDoS
2026-03-8 1:3:16,user_57,192.168.135.55,10.0.98.179,HTTPS,53014,4,5,Web,Container,88.29,17.36,389.68,0.591,Intrusion
2026-03-5 7:44:49,user_144,192.168.206.21,10.0.233.129,ICMP,69113,2,3,API,Serverless,17.65,53.44,88.2,0.805,Malware
2026-03-24 7:16:54,user_138,192.168.79.156,10.0.131.109,UDP,75095,6,2,SSH,Database,76.01,47.24,30.99,0.728,Normal
2026-03-13 19:58:5,user_182,192.168.103.41,10.0.82.251,UDP,21945,6,5,API,Storage,91.52,32.62,65.61,0.798,Normal
2026-03-18 19:26:22,user_39,192.168.0.21,10.0.134.143,HTTPS,64278,6,1,Database,Serverless,35.73,83.88,382.18,0.549,Intrusion
2026-03-13 3:38:33,user_172,192.168.207.165,10.0.104.112,FTP,70644,2,0,API,Database,94.41,86.15,37.51,0.325,Normal
2026-03-23 7:39:31,user_180,192.168.214.98,10.0.148.159,SSH,62651,7,3,Web,VM,86.33,64.18,27.14,0.531,Insider
2026-03-1 9:26:36,user_145,192.168.35.47,10.0.33.15,SSH,1855,1,1,SSH,Database,57.17,79.76,16.84,0.834,Insider
2026-03-21 2:44:16,user_11,192.168.52.85,10.0.12.140,UDP,48883,8,4,Web,Serverless,54.36,34.44,334.82,0.275,Normal
2026-03-24 11:44:15,user_48,192.168.142.3,10.0.115.186,SSH,99112,8,3,API,Container,86.65,22.1,134.81,0.298,Intrusion
2026-03-22 19:41:41,user_194,192.168.244.250,10.0.148.81,TCP,3918,4,1,Console,Storage,35.5,48.29,370.43,0.707,DDoS
2026-03-14 0:41:49,user_8,192.168.164.249,10.0.152.35,SSH,6343,3,0,Database,Storage,45.69,83.23,182.16,0.845,Insider
2026-03-7 8:1:44,user_29,192.168.185.101,10.0.176.175,SSH,67950,10,3,Console,Serverless,59.71,38.84,204.53,0.045,DDoS
2026-03-14 4:54:46,user_130,192.168.54.242,10.0.28.228,FTP,16284,10,2,SSH,Container,93.5,37.59,17.64,0.567,DDoS
2026-03-10 5:34:20,user_199,192.168.8.62,10.0.133.64,HTTPS,92344,7,3,Web,Storage,74.63,42.27,94.21,0.225,Intrusion
2026-03-5 5:7:28,user_66,192.168.180.157,10.0.124.79,SSH,88428,3,1,SSH,Storage,64.66,62.97,345.25,0.595,DDoS
2026-03-14 23:12:12,user_122,192.168.106.162,10.0.83.175,HTTP,99212,8,0,API,Database,25.32,52.45,263.26,0.531,Normal
2026-03-5 6:49:46,user_18,192.168.123.189,10.0.131.218,FTP,40185,2,4,Console,Storage,62.86,43.17,258.78,0.657,Malware
2026-03-18 23:26:54,user_92,192.168.117.170,10.0.65.28,HTTP,45865,1,4,SSH,Container,11.07,37.99,285.92,0.914,DDoS
2026-03-7 22:51:52,user_185,192.168.208.39,10.0.157.120,UDP,80377,7,0,SSH,VM,16.61,49.07,178.29,0.362,Malware
2026-03-14 19:32:23,user_21,192.168.179.185,10.0.101.114,TCP,86726,2,2,Web,Serverless,93.48,43.22,488.96,0.913,Insider
2026-03-28 17:35:54,user_166,192.168.229.148,10.0.163.67,UDP,88963,10,5,Web,VM,10.37,16.13,489.06,0.024,Intrusion
2026-03-24 19:13:37,user_160,192.168.46.176,10.0.23.98,ICMP,58292,10,5,Database,Storage,91.7,24.13,209.67,0.502,DDoS
2026-03-21 20:28:44,user_174,192.168.144.94,10.0.132.94,FTP,80308,8,3,Database,Container,71.54,27.54,199.59,0.577,Malware
2026-03-5 12:18:39,user_142,192.168.202.31,10.0.180.15,UDP,85820,1,5,SSH,VM,12.29,21.53,1.24,0.706,Intrusion
2026-03-19 0:15:43,user_45,192.168.204.71,10.0.87.53,SSH,12665,3,3,SSH,VM,75.11,55.97,44.12,0.786,Insider
2026-03-23 16:48:0,user_37,192.168.134.189,10.0.119.114,SSH,95943,1,1,API,Storage,52.2,27.94,385.45,0.67,Intrusion
2026-03-12 2:0:3,user_84,192.168.63.210,10.0.250.153,HTTP,84137,1,4,SSH,Storage,20.71,71.84,443.89,0.165,Normal
2026-03-8 23:50:49,user_75,192.168.47.33,10.0.25.159,HTTP,77826,6,1,Console,VM,78.88,94.85,215.03,0.574,DDoS
2026-03-4 16:41:15,user_40,192.168.181.10,10.0.164.3,ICMP,89854,8,1,SSH,Storage,48.74,15.18,216.6,0.051,DDoS
2026-03-3 3:9:1,user_12,192.168.99.92,10.0.173.253,UDP,92680,8,5,API,VM,8.45,37.39,35.95,0.68,Intrusion
2026-03-12 3:48:55,user_49,192.168.227.179,10.0.17.192,FTP,31471,9,1,API,Serverless,69.01,65.82,48.51,0.447,Malware
2026-03-12 3:36:40,user_51,192.168.239.162,10.0.71.87,HTTP,15315,5,2,API,Container,48.33,81.57,310.21,0.174,Intrusion
2026-03-4 20:42:10,user_1,192.168.88.35,10.0.3.80,UDP,89752,5,2,Web,Container,21.4,32.95,393.18,0.02,Intrusion
2026-03-1 16:3:28,user_97,192.168.144.2,10.0.121.13,SSH,4077,10,3,Database,Database,76.71,65.99,273.72,0.796,DDoS
2026-03-25 20:6:55,user_94,192.168.193.226,10.0.163.183,SSH,22055,9,4,Console,Container,41.83,48.32,451.52,0.548,Insider
2026-03-15 0:15:18,user_161,192.168.97.186,10.0.193.93,ICMP,27284,10,5,Web,Storage,9.49,47.15,430.39,0.273,DDoS
2026-03-4 18:47:22,user_178,192.168.183.191,10.0.22.100,ICMP,43950,10,4,SSH,Container,81.6,32.44,479.68,0.562,DDoS
2026-03-22 13:21:56,user_52,192.168.50.27,10.0.87.149,SSH,86373,8,4,Web,Storage,35.36,25.96,491.18,0.343,Insider
2026-03-3 1:4:14,user_116,192.168.133.48,10.0.13.77,ICMP,26141,1,2,SSH,Storage,21.61,30.93,419.63,0.209,DDoS
2026-03-15 4:16:37,user_110,192.168.217.66,10.0.206.7,HTTPS,13743,9,4,Web,Storage,37.8,97.79,265.91,0.401,Intrusion
2026-03-11 5:44:10,user_27,192.168.194.13,10.0.227.172,SSH,33387,7,2,SSH,Storage,93.54,72.48,380.63,0.695,Insider
2026-03-12 5:1:16,user_147,192.168.131.28,10.0.215.167,ICMP,86380,10,3,Web,Container,31.79,10.46,392.04,0.493,Malware
2026-03-16 5:18:45,user_94,192.168.92.130,10.0.252.45,TCP,12802,7,0,Console,Storage,55.68,60.53,152.56,0.083,Intrusion
2026-03-19 12:5:23,user_27,192.168.165.84,10.0.109.215,FTP,72640,1,1,Console,Storage,80.34,23.23,299.81,0.429,DDoS
2026-03-16 11:46:26,user_26,192.168.208.147,10.0.121.40,SSH,98734,10,0,API,Serverless,30.43,16.68,214.22,0.526,Normal
2026-03-24 2:47:38,user_135,192.168.212.179,10.0.134.235,FTP,74457,8,3,API,Container,94.0,95.3,45.62,0.844,Normal
2026-03-26 20:31:2,user_185,192.168.247.238,10.0.121.188,TCP,44993,2,3,Console,VM,17.47,42.29,15.41,0.66,Insider
2026-03-5 4:1:37,user_66,192.168.80.49,10.0.136.245,TCP,38551,4,4,SSH,Database,10.2,30.21,11.32,0.89,DDoS
2026-03-18 15:25:28,user_182,192.168.124.90,10.0.202.43,TCP,48702,3,1,API,VM,28.93,73.35,424.63,0.697,Normal
2026-03-12 23:14:30,user_52,192.168.218.164,10.0.161.157,TCP,50234,6,2,SSH,Serverless,31.9,11.77,9.48,0.805,DDoS
2026-03-7 19:31:47,user_64,192.168.199.94,10.0.226.75,FTP,23617,9,2,API,Storage,61.8,44.75,183.02,0.347,Malware
2026-03-23 18:8:4,user_14,192.168.40.219,10.0.108.154,HTTP,38455,4,5,API,VM,87.73,51.09,194.56,0.259,Malware
2026-03-27 0:0:43,user_16,192.168.158.127,10.0.81.163,FTP,98648,1,4,Database,Storage,52.29,23.52,83.32,0.957,Malware
2026-03-14 0:19:6,user_46,192.168.75.236,10.0.168.165,FTP,43353,9,5,Database,VM,93.58,86.73,24.13,0.573,DDoS
2026-03-15 20:27:42,user_2,192.168.193.199,10.0.179.120,SSH,33394,10,2,API,Database,37.36,73.89,286.09,0.628,DDoS
2026-03-15 0:54:33,user_160,192.168.193.56,10.0.42.131,ICMP,77374,10,5,Console,Database,49.72,62.59,164.31,0.722,Intrusion
2026-03-26 5:57:3,user_181,192.168.206.62,10.0.173.222,FTP,14275,3,4,Console,Container,66.63,78.31,325.69,0.736,DDoS
2026-03-22 0:56:10,user_73,192.168.238.78,10.0.136.58,SSH,67746,5,3,Web,Database,86.61,52.99,50.11,0.209,DDoS
2026-03-23 8:30:53,user_113,192.168.33.51,10.0.32.201,UDP,18534,8,0,API,Container,46.77,23.9,336.61,0.247,Intrusion
2026-03-12 2:58:52,user_183,192.168.222.128,10.0.201.93,SSH,86613,7,4,API,Container,88.52,59.19,488.69,0.993,Intrusion
2026-03-20 1:43:44,user_166,192.168.122.161,10.0.215.157,HTTP,51450,5,0,API,Container,65.2,66.59,290.24,0.215,Malware
2026-03-3 8:27:44,user_165,192.168.107.44,10.0.239.142,UDP,44643,8,0,SSH,Database,67.6,55.08,481.11,0.399,Malware
2026-03-17 8:14:50,user_56,192.168.88.115,10.0.242.177,HTTPS,74112,1,2,Database,Database,43.13,20.31,15.07,0.921,Insider
2026-03-19 9:58:24,user_189,192.168.24.18,10.0.142.93,TCP,15690,1,2,API,Database,87.98,50.52,278.21,0.411,Insider
2026-03-27 11:50:29,user_147,192.168.156.50,10.0.231.155,ICMP,30270,10,3,API,Container,48.36,70.58,119.88,0.95,Normal
2026-03-26 7:13:1,user_197,192.168.151.208,10.0.171.244,ICMP,75793,4,5,Console,Serverless,63.47,19.41,230.05,0.201,Intrusion
2026-03-3 1:12:51,user_45,192.168.169.54,10.0.120.196,FTP,10453,2,3,SSH,Container,35.84,71.67,74.5,0.144,DDoS
2026-03-2 8:26:34,user_79,192.168.232.17,10.0.29.203,HTTPS,24474,10,3,Database,VM,91.82,84.83,69.06,0.925,Insider
2026-03-22 21:25:38,user_37,192.168.106.50,10.0.225.85,SSH,38516,8,4,SSH,VM,85.88,92.11,75.19,0.523,DDoS
2026-03-25 4:41:28,user_19,192.168.28.100,10.0.17.9,UDP,42128,3,0,Console,VM,82.2,59.43,411.35,0.335,Malware
2026-03-22 14:16:32,user_72,192.168.77.212,10.0.241.212,TCP,22824,8,3,Web,Storage,42.05,33.66,444.38,0.382,Intrusion
2026-03-28 22:48:34,user_9,192.168.24.81,10.0.51.143,FTP,24997,6,3,API,Database,71.89,77.64,89.81,0.5,Malware
2026-03-28 15:31:38,user_169,192.168.157.79,10.0.158.16,ICMP,65447,2,3,Console,Container,77.83,16.65,99.2,0.557,DDoS
2026-03-23 7:4:42,user_74,192.168.175.221,10.0.248.188,HTTP,48187,5,0,API,Storage,47.19,32.77,283.16,0.183,Malware
2026-03-18 11:36:1,user_169,192.168.22.248,10.0.149.29,UDP,96962,7,4,SSH,VM,26.48,48.83,412.81,0.24,Insider
2026-03-11 19:37:39,user_127,192.168.51.109,10.0.35.178,TCP,8881,3,5,Database,Container,13.88,42.45,326.96,0.766,Insider
2026-03-15 6:44:48,user_195,192.168.106.75,10.0.97.52,ICMP,33777,2,1,Database,Storage,61.32,49.1,237.51,0.026,Intrusion
2026-03-3 3:52:6,user_98,192.168.176.37,10.0.78.54,SSH,62749,1,1,API,VM,65.8,71.18,255.89,0.833,Malware
2026-03-24 3:10:6,user_189,192.168.183.217,10.0.62.9,FTP,65906,7,5,API,Storage,17.39,28.44,58.88,0.764,Normal
2026-03-7 1:44:29,user_169,192.168.108.216,10.0.244.193,SSH,68182,3,1,Database,Storage,63.14,52.76,385.94,0.756,DDoS
2026-03-24 22:42:33,user_199,192.168.35.74,10.0.195.49,HTTPS,74376,1,3,SSH,Storage,88.58,33.06,290.66,0.834,Malware
2026-03-19 14:59:10,user_72,192.168.30.241,10.0.143.249,FTP,24499,5,3,Database,VM,87.11,35.52,455.45,0.273,Malware
2026-03-8 0:52:29,user_40,192.168.175.136,10.0.147.49,SSH,15319,4,3,API,Container,15.73,62.19,45.31,0.64,Intrusion
2026-03-8 19:26:48,user_78,192.168.131.251,10.0.255.116,SSH,44404,8,1,SSH,Container,49.98,85.38,153.91,0.521,Intrusion
2026-03-23 12:1:53,user_121,192.168.75.99,10.0.39.75,UDP,4564,6,2,Console,Database,57.28,67.93,380.01,0.148,Normal
2026-03-22 14:57:13,user_7,192.168.58.52,10.0.250.211,UDP,69149,6,1,Console,Database,56.2,26.42,285.23,0.079,DDoS
2026-03-3 2:47:28,user_192,192.168.44.252,10.0.10.210,SSH,1441,1,0,Console,Storage,29.65,44.2,31.97,0.463,Normal
2026-03-13 19:56:1,user_102,192.168.202.71,10.0.158.168,ICMP,86375,6,0,Console,Serverless,74.75,19.32,160.03,0.444,Malware
2026-03-21 15:57:8,user_40,192.168.127.234,10.0.119.242,UDP,85008,3,3,Database,Database,45.29,49.59,126.79,0.751,Intrusion
2026-03-5 0:55:23,user_94,192.168.239.129,10.0.158.29,SSH,23083,2,0,API,VM,10.39,22.66,71.35,0.466,Malware
2026-03-28 23:11:28,user_121,192.168.38.179,10.0.121.250,TCP,87870,1,4,API,Storage,39.5,18.04,46.31,0.702,Intrusion
2026-03-18 18:4:3,user_48,192.168.176.194,10.0.244.172,HTTPS,42898,8,3,Database,VM,8.81,81.36,310.32,0.202,Intrusion
2026-03-28 3:42:29,user_63,192.168.177.67,10.0.228.195,HTTPS,93685,1,2,Web,Container,47.56,58.07,461.24,0.275,Intrusion
2026-03-20 13:24:15,user_99,192.168.103.19,10.0.149.74,HTTPS,8439,5,3,SSH,Serverless,68.28,97.45,353.57,0.617,DDoS
2026-03-10 3:56:22,user_70,192.168.98.74,10.0.166.15,FTP,51440,6,5,Database,Container,30.71,54.65,116.58,0.278,Intrusion
2026-03-24 14:34:59,user_197,192.168.86.82,10.0.205.169,SSH,53038,2,4,Web,Container,38.03,38.31,195.79,0.115,Insider
2026-03-3 22:10:15,user_102,192.168.110.80,10.0.134.233,FTP,44114,10,3,API,Serverless,42.24,19.82,380.98,0.555,Normal
2026-03-28 14:51:22,user_193,192.168.110.244,10.0.143.97,TCP,56079,10,1,Web,VM,27.67,57.33,160.36,0.581,Insider
2026-03-4 17:5:31,user_155,192.168.72.149,10.0.138.11,TCP,56603,8,3,SSH,Serverless,35.57,63.03,107.36,0.892,Malware
2026-03-21 19:54:38,user_56,192.168.42.218,10.0.179.40,FTP,67293,4,0,Web,Database,5.58,97.24,373.68,0.472,Malware
2026-03-1 11:44:0,user_13,192.168.154.21,10.0.76.130,TCP,33167,3,1,Database,Database,23.98,26.11,215.35,0.166,DDoS
2026-03-8 8:7:3,user_56,192.168.46.204,10.0.194.184,FTP,81210,4,4,Database,Database,32.49,64.67,337.38,0.921,Malware
2026-03-18 15:5:36,user_69,192.168.94.188,10.0.49.100,SSH,22143,3,1,Console,VM,55.35,40.46,407.43,0.541,Intrusion
2026-03-4 1:52:5,user_71,192.168.18.180,10.0.5.203,TCP,39246,4,4,Console,Container,54.71,31.36,200.58,0.72,Intrusion
2026-03-5 11:20:3,user_133,192.168.77.96,10.0.108.133,HTTP,40553,3,3,API,Serverless,37.27,14.08,132.8,0.251,Malware
2026-03-19 23:44:39,user_174,192.168.7.129,10.0.190.224,HTTPS,36423,7,5,Console,Container,75.04,32.77,15.9,0.31,Intrusion
2026-03-19 9:34:50,user_106,192.168.80.39,10.0.208.105,HTTPS,56002,5,1,Web,Container,26.76,31.52,192.94,0.95,DDoS
2026-03-28 17:39:43,user_13,192.168.65.27,10.0.175.48,TCP,47753,8,2,Database,Database,5.94,65.85,98.87,0.724,Intrusion
2026-03-12 2:21:9,user_121,192.168.27.87,10.0.77.106,SSH,18767,8,0,SSH,Storage,23.36,11.97,10.5,0.761,Malware
2026-03-19 8:36:7,user_155,192.168.34.154,10.0.240.206,TCP,50745,4,3,API,Container,78.9,64.09,71.17,0.696,Insider
2026-03-7 2:47:21,user_59,192.168.177.60,10.0.144.68,ICMP,9906,8,2,Web,Storage,27.57,25.1,271.68,0.794,Malware
2026-03-4 19:4:38,user_83,192.168.4.247,10.0.76.157,FTP,32873,2,1,API,Container,63.47,73.08,307.4,0.783,DDoS
2026-03-25 22:42:14,user_60,192.168.183.59,10.0.137.93,UDP,91396,10,3,Console,VM,33.0,78.06,55.48,0.688,Malware
2026-03-1 12:37:2,user_11,192.168.213.14,10.0.55.56,UDP,41195,8,5,API,Container,51.65,55.96,37.45,0.854,Normal
2026-03-3 18:4:13,user_66,192.168.154.23,10.0.86.46,SSH,74352,4,4,Console,Storage,84.37,41.93,446.71,0.213,Intrusion
2026-03-13 4:0:48,user_48,192.168.137.66,10.0.103.185,FTP,87275,10,0,Web,Storage,13.18,45.81,457.54,0.855,DDoS
